Chronon Stage,System Depth,dt,Time | Depth Differential,Sommerfeld's Constant,McElveen's EQ,"Information Creation/ ""Distance to Event Horizon"" Rceh [Glyr]",Entropic Error Rate,pi(n),2(pi)*(EQ),,(C*pi)*(B/C),,,,,,2pi(n)+((Cpi*C/2)+2pi),,CAM Equation,x/lnx,difference u-v,t/u,li(x),g^-1,,
105,106,4,0.03773584906,0.009433962264,26.5,7.940583827,0.1259353244,333.0088213,166.5044106,12.90365881,333.0088213,,,333.0088213,166.5044106,,697.4335691,,11.39431783,22.7300063,11.33568847,0.5012896907,0.8577360869,0.1259353244,26.5,0
106,107,2,0.01869158879,0.009345794393,53.5,8.652510488,0.1155733936,336.1504139,336.1504139,18.3344052,336.1504139,,,336.1504139,336.1504139,,684.8671985,,22.91289024,22.89833499,-0.01455524864,1.000635647,0.4280062615,0.1155733936,53.5,0
107,108,12,0.1111111111,0.009259259259,9,6.879355804,0.1453624479,339.2920066,56.54866776,7.519884824,339.2920066,,,339.2920066,56.54866776,,911.0618695,,3.930720667,23.06641885,19.13569818,0.1704087961,2.562935428,0.1453624479,9,0
108,109,2,0.01834862385,0.009174311927,54.5,8.689548584,0.1150807767,342.4335992,342.4335992,18.50496148,342.4335992,,,342.4335992,342.4335992,,697.4335691,,23.24860562,23.23426076,-0.01434485818,1.000617401,0.4263167111,0.1150807767,54.5,0
109,110,8,0.07272727273,0.009090909091,13.75,7.32151919,0.1365836753,345.5751919,86.39379797,9.294826409,345.5751919,,,345.5751919,86.39379797,,797.964534,,5.907330735,23.40186352,17.49453279,0.2524299285,1.701953711,0.1365836753,13.75,0
110,111,4,0.03603603604,0.009009009009,27.75,8.032766042,0.1244901189,348.7167845,174.3583923,13.20448379,348.7167845,,,348.7167845,174.3583923,,728.8494956,,11.81288684,23.56922989,11.75634305,0.5011995257,0.8493416177,0.1244901189,27.75,0
111,112,10,0.08928571429,0.008928571429,11.2,7.13441265,0.140165708,351.8583772,70.37167544,8.388782715,351.8583772,,,351.8583772,70.37167544,,867.0795724,,4.817281436,23.73636257,18.91908113,0.2029494377,2.119318087,0.140165708,11.2,0
112,113,2,0.01769911504,0.008849557522,56.5,8.761628457,0.114134034,354.9999699,354.9999699,18.84144288,354.9999699,,,354.9999699,354.9999699,,722.5663103,,23.91720767,23.9032642,-0.01394346998,1.000583329,0.423066623,0.114134034,56.5,0
113,114,8,0.0701754386,0.008771929825,14.25,7.392955355,0.1352639035,358.1415625,89.53539063,9.462314232,358.1415625,,,358.1415625,89.53539063,,823.0972752,,6.072776756,24.06993736,17.99716061,0.2522971566,1.689118412,0.1352639035,14.25,0
114,115,4,0.0347826087,0.008695652174,28.75,8.103569896,0.1234024032,361.2831552,180.6415776,13.44029678,361.2831552,,,361.2831552,180.6415776,,753.9822369,,12.14568668,24.23638461,12.09069793,0.5011344255,0.843004682,0.1234024032,28.75,0
115,116,6,0.05172413793,0.008620689655,19.33333333,7.715420913,0.1296105567,364.4247478,121.4749159,11.02156595,364.4247478,,,364.4247478,121.4749159,,791.6813487,,8.1751408,24.40260842,16.22746761,0.3350109407,1.262203884,0.1296105567,19.33333333,0
116,117,6,0.05128205128,0.008547008547,19.5,7.7325884,0.1293228022,367.5663405,122.5221135,11.06897075,367.5663405,,,367.5663405,122.5221135,,797.964534,,8.230199016,24.56861123,16.33841221,0.3349883695,1.259928781,0.1293228022,19.5,0
117,118,4,0.03389830508,0.008474576271,29.5,8.155074888,0.1226230309,370.7079331,185.3539666,13.61447636,370.7079331,,,370.7079331,185.3539666,,772.8317928,,12.394139,24.73439544,12.34025644,0.5010892233,0.8384540826,0.1226230309,29.5,0
118,119,4,0.03361344538,0.008403361345,29.75,8.171952625,0.1223697745,373.8495258,186.9247629,13.67204311,373.8495258,,,373.8495258,186.9247629,,779.1149781,,12.47674399,24.89996339,12.4232194,0.5010747925,0.8369735592,0.1223697745,29.75,0
119,120,16,0.1333333333,0.008333333333,7.5,6.802394763,0.1470070519,376.9911184,47.1238898,6.864684246,376.9911184,,,376.9911184,47.1238898,,1162.389282,,3.238837817,25.06531738,21.82647957,0.1292159109,3.342042318,0.1470070519,7.5,0
120,121,3,0.02479338843,0.00826446281,40.33333333,8.492968803,0.117744457,380.1327111,253.4218074,15.9192276,380.1327111,,,380.1327111,253.4218074,,780.6857744,,16.8401191,25.23045968,8.390340579,0.6674519337,0.6255485871,0.117744457,40.33333333,0
121,122,4,0.03278688525,0.008196721311,30.5,8.221747728,0.1216286407,383.2743037,191.6371519,13.84330711,383.2743037,,,383.2743037,191.6371519,,797.964534,,12.72393688,25.3953925,12.67145562,0.5010332832,0.8326358196,0.1216286407,30.5,0
122,123,4,0.0325203252,0.008130081301,30.75,8.23807435,0.121387591,386.4158964,193.2079482,13.89992619,386.4158964,,,386.4158964,193.2079482,,804.2477193,,12.80613066,25.56011801,12.75398734,0.5010200133,0.8312233499,0.121387591,30.75,0
123,124,6,0.04838709677,0.008064516129,20.66666667,7.848803662,0.127407952,389.557489,129.8524963,11.39528395,389.557489,,,389.557489,129.8524963,,841.9468312,,8.613717487,25.72463835,17.11092086,0.3348430937,1.244740565,0.127407952,0,1
124,125,4,0.032,0.008,31.25,8.270333113,0.1209141139,392.6990817,196.3495408,14.01247804,392.6990817,,,392.6990817,196.3495408,,816.8140899,,12.97021857,25.88895561,12.91873704,0.500994276,0.8284465794,0.1209141139,0,1
125,126,12,0.09523809524,0.007936507937,10.5,7.187657164,0.1391273926,395.8406744,65.97344573,8.122403938,395.8406744,,,395.8406744,65.97344573,,1024.159205,,4.418674951,26.05307185,21.6343969,0.169602839,2.481244938,0.1391273926,0,1
126,127,2,0.0157480315,0.007874015748,63.5,8.995226992,0.1111700684,398.982267,398.982267,19.97454047,398.982267,,,398.982267,398.982267,,810.5309046,,26.22970226,26.21698909,-0.01271316876,1.000484921,0.4128659699,0.1111700684,0,1
127,128,8,0.0625,0.0078125,16,7.624618986,0.1311540946,402.1238597,100.5309649,10.0265131,402.1238597,,,402.1238597,100.5309649,,911.0618695,,6.645642015,26.38070932,19.7350673,0.2519129389,1.648794332,0.1311540946,0,1
128,129,4,0.03100775194,0.007751937984,32.25,8.333330448,0.1200000416,405.2654523,202.6327262,14.23491223,405.2654523,,,405.2654523,202.6327262,,841.9468312,,13.29722305,26.54423448,13.24701143,0.5009458103,0.8230770382,0.1200000416,0,1
129,130,8,0.06153846154,0.007692307692,16.25,7.655627359,0.1306228677,408.407045,102.1017612,10.10454161,408.407045,,,408.407045,102.1017612,,923.6282402,,6.726740557,26.70756649,19.98082594,0.2518664723,1.643542554,0.1306228677,0,1
130,131,2,0.01526717557,0.007633587786,65.5,9.057247466,0.1104088194,411.5486376,411.5486376,20.28666157,411.5486376,,,411.5486376,411.5486376,,835.6636459,,26.88311118,26.87070724,-0.01240393702,1.000461616,0.4102398052,0.1104088194,0,1
131,132,12,0.09090909091,0.007575757576,11,7.280697195,0.1373494836,414.6902303,69.11503838,8.313545476,414.6902303,,,414.6902303,69.11503838,,1061.858317,,4.579349786,27.03365856,22.45430878,0.1693943783,2.457605324,0.1373494836,0,1
132,133,4,0.03007518797,0.007518796992,33.25,8.394403895,0.1191269818,417.8318229,208.9159115,14.45392374,417.8318229,,,417.8318229,208.9159115,,867.0795724,,13.62271534,27.19642228,13.57370695,0.500901008,0.8179375123,0.1191269818,0,1
133,134,4,0.02985074627,0.007462686567,33.5,8.409385239,0.1189147567,420.9734156,210.4867078,14.50816004,420.9734156,,,420.9734156,210.4867078,,873.3627577,,13.70385878,27.35900019,13.65514141,0.5008903354,0.8166865727,0.1189147567,0,1
134,135,8,0.05925925926,0.007407407407,16.875,7.731108015,0.1293475655,424.1150082,106.0287521,10.29702637,424.1150082,,,424.1150082,106.0287521,,955.0441667,,6.928727576,27.52139403,20.59266645,0.2517578713,1.630897424,0.1293475655,0,1
135,136,8,0.05882352941,0.007352941176,17,7.74586823,0.1291010859,427.2566009,106.8141502,10.33509314,427.2566009,,,427.2566009,106.8141502,,961.327352,,6.968997766,27.68360554,20.71460777,0.2517373597,1.628447385,0.1291010859,0,1
136,137,2,0.01459854015,0.007299270073,68.5,9.146814671,0.109327677,430.3981935,430.3981935,20.74604043,430.3981935,,,430.3981935,430.3981935,,873.3627577,,27.85760614,27.84563641,-0.0119697274,1.00042986,0.406505641,0.109327677,0,1
137,138,8,0.05797101449,0.007246376812,17.25,7.775065829,0.1286162744,433.5397862,108.3849465,10.41080912,433.5397862,,,433.5397862,108.3849465,,973.8937226,,7.049413784,28.00748831,20.95807453,0.2516974641,1.623622511,0.1286162744,0,1
138,139,2,0.01438848921,0.007194244604,69.5,9.175800686,0.1089823149,436.6813788,436.6813788,20.89692271,436.6813788,,,436.6813788,436.6813788,,885.9291283,,28.18099517,28.16916289,-0.01183227676,1.000420044,0.4053116963,0.1089823149,0,1
139,140,12,0.08571428571,0.007142857143,11.66666667,7.398378195,0.1351647582,439.8229715,73.30382858,8.561765506,439.8229715,,,439.8229715,73.30382858,,1112.123799,,4.792161657,28.33066176,23.5385001,0.1691510667,2.428342436,0.1351647582,0,1
140,141,4,0.02836879433,0.007092198582,35.25,8.51122542,0.1174918946,442.9645642,221.4822821,14.88228081,442.9645642,,,442.9645642,221.4822821,,917.3450548,,14.26938396,28.4919865,14.22260254,0.5008209575,0.808283305,0.1174918946,0,1
141,142,4,0.02816901408,0.007042253521,35.5,8.525359754,0.1172971029,446.1061568,223.0530784,14.93496161,446.1061568,,,446.1061568,223.0530784,,923.6282402,,14.34982858,28.65313869,14.3033101,0.5008117519,0.8071306673,0.1172971029,0,1
142,143,4,0.02797202797,0.006993006993,35.75,8.539394899,0.1171043161,449.2477495,224.6238747,14.98745725,449.2477495,,,449.2477495,224.6238747,,929.9114255,,14.4301893,28.81411986,14.38393055,0.5008027098,0.8059893666,0.1171043161,0,1
143,144,15,0.1041666667,0.006944444444,9.6,7.231576398,0.1382824359,452.3893421,60.31857895,7.76650365,452.3893421,,,452.3893421,60.31857895,,1264.491043,,3.949222733,28.97493152,25.02570878,0.1362979143,3.018222033,0.1382824359,0,1
144,145,4,0.0275862069,0.006896551724,36.25,8.567173124,0.1167246168,455.5309348,227.7654674,15.09190072,455.5309348,,,455.5309348,227.7654674,,942.4777961,,14.59066193,29.13557516,14.54491323,0.5007851003,0.8037400044,0.1167246168,0,1
145,146,4,0.02739726027,0.006849315068,36.5,8.580918882,0.1165376359,458.6725274,229.3362637,15.14385234,458.6725274,,,458.6725274,229.3362637,,948.7609814,,14.67077525,29.29605225,14.625277,0.5007765254,0.8026315686,0.1165376359,0,1
146,147,6,0.04081632653,0.006802721088,24.5,8.189105704,0.1221134561,461.8141201,153.93804,12.40717696,461.8141201,,,461.8141201,153.93804,,986.4600932,,9.852713149,29.45636424,19.60365109,0.3344850392,1.202300581,0.1221134561,0,1
147,148,6,0.04054054054,0.006756756757,24.66666667,8.202665078,0.1219115971,464.9557127,154.9852376,12.44930671,464.9557127,,,464.9557127,154.9852376,,992.7432785,,9.905912722,29.61651255,19.71059982,0.3344726259,1.200669428,0.1219115971,0,1
148,149,2,0.01342281879,0.006711409396,74.5,9.314745431,0.1073566645,468.0973054,468.0973054,21.63555651,468.0973054,,,468.0973054,468.0973054,,948.7609814,,29.78769223,29.77649857,-0.01119366912,1.000375923,0.3996845445,0.1073566645,0,1
149,150,12,0.08,0.006666666667,12.5,7.536363938,0.1326899826,471.238898,78.53981634,8.862269255,471.238898,,,471.238898,78.53981634,,1174.955652,,5.056017517,29.93632368,24.88030616,0.1688923988,2.394905894,0.1326899826,0,1
150,151,2,0.01324503311,0.006622516556,75.5,9.341412493,0.1070501919,474.3804907,474.3804907,21.78027756,474.3804907,,,474.3804907,474.3804907,,961.327352,,30.1070641,30.09598924,-0.01107485782,1.000367985,0.3986223741,0.1070501919,0,1
151,152,8,0.05263157895,0.006578947368,19,7.9683195,0.1254969759,477.5220833,119.3805208,10.92613934,477.5220833,,,477.5220833,119.3805208,,1061.858317,,7.60789201,30.2554966,22.64760459,0.2514548715,1.592394558,0.1254969759,0,1
152,153,6,0.03921568627,0.006535947712,25.5,8.269116374,0.1209319055,480.663676,160.2212253,12.65785232,480.663676,,,480.663676,160.2212253,,1024.159205,,10.17113973,30.41484706,20.24370733,0.3344136404,1.1927391,0.1209319055,0,1
153,154,8,0.05194805195,0.006493506494,19.25,7.994463663,0.1250865652,483.8052687,120.9513172,10.99778692,483.8052687,,,483.8052687,120.9513172,,1074.424688,,7.687070776,30.57404192,22.88697114,0.2514247477,1.588261918,0.1250865652,0,1
154,155,4,0.02580645161,0.006451612903,38.75,8.700555873,0.1149351851,486.9468613,243.4734307,15.60363517,486.9468613,,,486.9468613,243.4734307,,1005.309649,,15.38822726,30.73308246,15.3448552,0.5007056249,0.7931118054,0.1149351851,0,1
155,156,12,0.07692307692,0.00641025641,13,7.614805365,0.1313231202,490.088454,81.68140899,9.037776773,490.088454,,,490.088454,81.68140899,,1212.654764,,5.213241165,30.89196994,25.67872878,0.1687571616,2.37630538,0.1313231202,0,1
156,157,2,0.0127388535,0.006369426752,78.5,9.41934443,0.1061645009,493.2300466,493.2300466,22.2087831,493.2300466,,,493.2300466,493.2300466,,999.0264638,,31.06144,31.05070561,-0.01073438688,1.000345705,0.39555039,0.1061645009,0,1
157,158,4,0.0253164557,0.006329113924,39.5,8.738895705,0.1144309343,496.3716393,248.1858196,15.75391442,496.3716393,,,496.3716393,248.1858196,,1024.159205,,15.62600066,31.20929068,15.58329003,0.5006842615,0.7901086249,0.1144309343,0,1
158,159,4,0.0251572327,0.006289308176,39.75,8.751514043,0.1142659424,499.5132319,249.756616,15.80368995,499.5132319,,,499.5132319,249.756616,,1030.44239,,15.70511069,31.36772637,15.66261567,0.5006773685,0.7891251916,0.1142659424,0,1
159,160,12,0.075,0.00625,13.33333333,7.665440981,0.1304556388,502.6548246,83.7758041,9.152912329,502.6548246,,,502.6548246,83.7758041,,1237.787506,,5.31762265,31.52601385,26.2083912,0.1686741202,2.364451039,0.1304556388,0,1
160,161,4,0.0248447205,0.006211180124,40.25,8.776514369,0.1139404504,505.7964172,252.8982086,15.90277361,505.7964172,,,505.7964172,252.8982086,,1043.008761,,15.86311258,31.68415431,15.82104173,0.5006639099,0.787183958,0.1139404504,0,1
161,162,10,0.06172839506,0.006172839506,16.2,7.872607577,0.1270227164,508.9380099,101.787602,10.08898419,508.9380099,,,508.9380099,101.787602,,1181.238838,,6.420685468,31.84214889,25.42146342,0.2016410855,1.965564746,0.1270227164,0,1
162,163,2,0.01226993865,0.006134969325,81.5,9.494353221,0.1053257633,512.0796025,512.0796025,22.62917591,512.0796025,,,512.0796025,512.0796025,,1036.725576,,32.01041473,31.99999874,-0.01041598897,1.0003255,0.3926380213,0.1053257633,0,1
163,164,6,0.03658536585,0.006097560976,27.33333333,8.407973386,0.1189347247,515.2211952,171.7403984,13.10497609,515.2211952,,,515.2211952,171.7403984,,1093.274243,,10.75031371,32.15770498,21.40739126,0.3342997804,1.176501402,0.1189347247,0,1
164,165,8,0.04848484848,0.006060606061,20.625,8.132449406,0.1229641834,518.3627878,129.590697,11.38379097,518.3627878,,,518.3627878,129.590697,,1143.539726,,8.120035259,32.31526871,24.19523345,0.2512754987,1.566800907,0.1229641834,0,1
165,166,4,0.02409638554,0.006024096386,41.5,8.837681216,0.1131518523,521.5043805,260.7521902,16.14782308,521.5043805,,,521.5043805,260.7521902,,1074.424688,,16.2568704,32.47269103,16.21582063,0.5006320659,0.7824744826,0.1131518523,0,1
166,167,2,0.0119760479,0.005988023952,83.5,9.542840444,0.1047906025,524.6459731,524.6459731,22.90515167,524.6459731,,,524.6459731,524.6459731,,1061.858317,,32.64018793,32.62997302,-0.01021491693,1.000313053,0.39077812,0.1047906025,0,1
167,168,16,0.09523809524,0.005952380952,10.5,7.475339237,0.1337731932,527.7875658,65.97344573,8.122403938,527.7875658,,,527.7875658,65.97344573,,1463.982177,,4.179401237,32.78711573,28.6077145,0.1274708416,3.122582451,0.1337731932,0,1
168,169,3,0.01775147929,0.005917159763,56.33333333,9.161185141,0.1091561828,530.9291585,353.9527723,18.81363262,530.9291585,,,530.9291585,353.9527723,,1082.278669,,21.97792193,32.94412022,10.96619829,0.6671272987,0.5848068679,0.1091561828,0,1
169,170,8,0.04705882353,0.005882352941,21.25,8.192155332,0.1220679979,534.0707511,133.5176878,11.55498541,534.0707511,,,534.0707511,133.5176878,,1174.955652,,8.315488494,33.10098753,24.78549903,0.2512157224,1.557693531,0.1220679979,0,1
170,171,6,0.0350877193,0.005847953216,28.5,8.491567644,0.1177638855,537.2123438,179.0707813,13.38173312,537.2123438,,,537.2123438,179.0707813,,1137.256541,,11.11595813,33.25771866,22.14176053,0.3342369404,1.166937497,0.1177638855,0,1
171,172,6,0.03488372093,0.005813953488,28.66666667,8.503229484,0.1176023771,540.3539364,180.1179788,13.42080396,540.3539364,,,540.3539364,180.1179788,,1143.539726,,11.1680161,33.41431463,22.24629853,0.3342284953,1.165615627,0.1176023771,0,1
172,173,2,0.01156069364,0.005780346821,86.5,9.613436008,0.1040210804,543.4955291,543.4955291,23.31299056,543.4955291,,,543.4955291,543.4955291,,1099.557429,,33.58070511,33.57077643,-0.009928683586,1.000295754,0.3881014616,0.1040210804,0,1
173,174,8,0.04597701149,0.005747126437,21.75,8.238669057,0.1213788287,546.6371217,136.6592804,11.69013603,546.6371217,,,546.6371217,136.6592804,,1200.088394,,8.471272231,33.72710504,25.25583281,0.2511710454,1.550671496,0.1213788287,0,1
174,175,6,0.03428571429,0.005714285714,29.16666667,8.537812479,0.1171260206,549.7787144,183.2595715,13.5373399,549.7787144,,,549.7787144,183.2595715,,1162.389282,,11.32393146,33.88330143,22.55936997,0.3342038993,1.161713192,0.1171260206,0,1
175,176,10,0.05681818182,0.005681818182,17.6,8.038382897,0.1244031309,552.920307,110.5840614,10.51589565,552.920307,,,552.920307,110.5840614,,1269.203432,,6.856765944,34.03936656,27.18260062,0.2014363555,1.934054918,0.1244031309,0,1
176,177,4,0.02259887006,0.005649717514,44.25,8.966005104,0.1115323925,556.0618997,278.0309498,16.6742601,556.0618997,,,556.0618997,278.0309498,,1143.539726,,17.11714209,34.19530136,17.07815927,0.5005700026,0.772775172,0.1115323925,0,1
177,178,4,0.02247191011,0.005617977528,44.5,8.977272739,0.1113924049,559.2034923,279.6017462,16.72129619,559.2034923,,,559.2034923,279.6017462,,1149.822911,,17.19495643,34.35110677,17.15615034,0.5005648448,0.7719349836,0.1113924049,0,1
178,179,2,0.01117318436,0.005586592179,89.5,9.681624431,0.103288452,562.345085,562.345085,23.71381633,562.345085,,,562.345085,562.345085,,1137.256541,,34.5164431,34.50678371,-0.00965939552,1.000279927,0.3855506559,0.103288452,0,1
179,180,18,0.1,0.005555555556,10,7.495541944,0.1334126348,565.4866776,62.83185307,7.926654595,565.4866776,,,565.4866776,62.83185307,,1646.19455,,3.93753311,34.66233307,30.72479996,0.1135968863,3.466233307,0.1334126348,0,1
180,181,2,0.01104972376,0.005524861878,90.5,9.703846882,0.1030519146,568.6282703,568.6282703,23.84592775,568.6282703,,,568.6282703,568.6282703,,1149.822911,,34.8273289,34.81775577,-0.009573132915,1.00027495,0.3847265831,0.1030519146,0,1
181,182,8,0.04395604396,0.005494505495,22.75,8.328571832,0.1200686048,571.769863,142.9424657,11.95585487,571.769863,,,571.769863,142.9424657,,1250.353876,,8.781354554,34.97305268,26.19169812,0.2510891638,1.537277041,0.1200686048,0,1
182,183,4,0.0218579235,0.005464480874,45.75,9.032677945,0.1107091392,574.9114556,287.4557278,16.95451939,574.9114556,,,574.9114556,287.4557278,,1181.238838,,17.58308633,35.12822467,17.54513834,0.5005401352,0.7678300475,0.1107091392,0,1
183,184,8,0.04347826087,0.005434782609,23,8.350429974,0.1197543124,578.0530483,144.5132621,12.0213669,578.0530483,,,578.0530483,144.5132621,,1262.920247,,8.858575204,35.28327261,26.42469741,0.2510701119,1.534055331,0.1197543124,0,1
184,185,4,0.02162162162,0.005405405405,46.25,9.054417289,0.1104433304,581.1946409,290.5973205,17.04691528,581.1946409,,,581.1946409,290.5973205,,1193.805208,,17.73790678,35.43819736,17.70029058,0.5005307296,0.7662312942,0.1104433304,0,1
185,186,8,0.04301075269,0.005376344086,23.25,8.372051806,0.1194450325,584.3362336,146.0840584,12.08652383,584.3362336,,,584.3362336,146.0840584,,1275.486617,,8.935678982,35.59299974,26.65732076,0.2510515845,1.530881709,0.1194450325,0,1
186,187,4,0.02139037433,0.005347593583,46.75,9.075922873,0.1101816327,587.4778262,293.7389131,17.13881306,587.4778262,,,587.4778262,293.7389131,,1206.371579,,17.89248564,35.7476806,17.85519496,0.5005215818,0.7646562694,0.1101816327,0,1
